proveedor,centro_distribucion,laboratorio,cum,descripcion,precio_proveedor,principio_activo,precio_maximo_venta,circular_origen,ratio_precio_vs_regulado,diferencia_valor,diferencia_pct,motivo
DISFARMA,GIRON,RYAN,20026284-04,CIPROFLOXACINO 100MG/10ML SOL INY C*50 VIAL X 10ML - RYAN,118300,CIPROFLOXACINO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FRESENIUS KABI,20026869-03,PROPOFOL 10MG/ML (1%) EMUL INY VIALX20ML CX10 - FRESENIUS KABI,74200,PROPOFOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,RB HEALTH,20027038-03,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO (5G+2.13G+3.25G)/100ML SUSP ORL FCOX300ML (GAVISCON DOBLE ACCION MENTA) - RB HEALTH,40539,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,RB HEALTH,20027038-03,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO (5G+2.13G+3.25G)/100ML SUSP ORL FCOX300ML (GAVISCON DOBLE ACCION MENTA) - RB HEALTH,40539,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,RB HEALTH,20027038-03,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO (5G+2.13G+3.25G)/100ML SUSP ORL FCOX300ML (GAVISCON DOBLE ACCION MENTA) - RB HEALTH,40539,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,20027073-01,KETOTIFENO 0.25MG/ML (0.025%) SOL OFT GTS FCOX5ML CX1 (KETOFTAL) - TECNOQUIMICAS,30200,KETOTIFENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,20027073-01,KETOTIFENO 0.25MG/ML (0.025%) SOL OFT GTS FCOX5ML CX1 (KETOFTAL) - TECNOQUIMICAS,30200,KETOTIFENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLASKOV,20027082-02,FENTANILO 0.25MG/5ML SOL INY AMPX5ML CX5 (LANZAPIN) - BLASKOV,8400,FENTANILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BLASKOV,20027082-02,FENTANILO 0.25MG/5ML SOL INY AMPX5ML CX5 (LANZAPIN) - BLASKOV,8400,FENTANILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BLASKOV,20027082-02,FENTANILO 0.25MG/5ML SOL INY AMPX5ML CX5 (LANZAPIN) - BLASKOV,8400,FENTANILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,FARMA DE COLOMBIA,20027119-05,VITAMINA D3 1000UI FCO*50 CAP (FARMA D) - FARMA DE COLOMBIA,22100,VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,FARMA DE COLOMBIA,20027119-05,VITAMINA D3 1000UI FCO*50 CAP (FARMA D) - FARMA DE COLOMBIA,22100,VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FARMA DE COLOMBIA,20027119-05,VITAMINA D3 1000UI FCO*50 CAP (FARMA D) - FARMA DE COLOMBIA,22100,VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BAYER,20027209-03,ALUMINIO ACETATO 0.05G/100G (0.05%) CREM TOP TUBX60G CX1 (ACID MANTLE PH 4.2) - BAYER,29300,ALUMINIO ACETATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BAYER,20027209-03,ALUMINIO ACETATO 0.05G/100G (0.05%) CREM TOP TUBX60G CX1 (ACID MANTLE PH 4.2) - BAYER,29300,ALUMINIO ACETATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,20027645-39,LEVOTIROXINA SODICA 25MCG TAB CX150 - TECNOQUIMICAS,19800,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,20027702-65,LEVOTIROXINA SODICA 75MCG TAB CX150 - TECNOQUIMICAS,21000,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,20027702-65,LEVOTIROXINA SODICA 75MCG TAB CX150 - TECNOQUIMICAS,21000,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOQUIMICAS,20027702-65,LEVOTIROXINA SODICA 75MCG TAB CX150 - TECNOQUIMICAS,21000,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LAFRANCOL,20027722-13,LEVOTIROXINA SODICA 137MCG TAB FCOX90 CX1 (SYNTHROID) - LAFRANCOL,135630,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LAFRANCOL,20027722-13,LEVOTIROXINA SODICA 137MCG TAB FCOX90 CX1 (SYNTHROID) - LAFRANCOL,135630,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LAFRANCOL,20027722-13,LEVOTIROXINA SODICA 137MCG TAB FCOX90 CX1 (SYNTHROID) - LAFRANCOL,135630,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SANDOZ,20028093-04,PANTOPRAZOL SODICO 20MG TAB LIB RET CX28 - SANDOZ,7056,PANTOPRAZOL SODICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LAPROFF,20028243-06,NORFLOXACINO 400MG C*300 TAB - LAPROFF,79500,NORFLOXACINO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SAN JORGE,20028320-01,ACIDO BENZOICO+ACIDO SALICILICO (6G+3G)/100ML SOL TOP FCOX30ML (DERMICOX) - SAN JORGE,21684,ACIDO BENZOICO+ACIDO SALICILICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SAN JORGE,20028320-01,ACIDO BENZOICO+ACIDO SALICILICO (6G+3G)/100ML SOL TOP FCOX30ML (DERMICOX) - SAN JORGE,21684,ACIDO BENZOICO+ACIDO SALICILICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SIEGFRIED,20028573-02,LUBIPROSTONE 24MCG C*20 CAP (MODULEX) - SIEGFRIED,80380,LUBIPROSTONE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20028573-02,LUBIPROSTONE 24MCG C*20 CAP (MODULEX) - SIEGFRIED,80380,LUBIPROSTONE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LAFRANCOL,20028711-08,ACETAMINOFEN+CAFEINA+NAPROXENO 250MG+65MG+220MG TAB CX40 (COLIK FORTE) - LAFRANCOL,63600,ACETAMINOFEN+CAFEINA+NAPROXENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LAFRANCOL,20028711-08,ACETAMINOFEN+CAFEINA+NAPROXENO 250MG+65MG+220MG TAB CX40 (COLIK FORTE) - LAFRANCOL,63600,ACETAMINOFEN+CAFEINA+NAPROXENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LAFRANCOL,20028711-08,ACETAMINOFEN+CAFEINA+NAPROXENO 250MG+65MG+220MG TAB CX40 (COLIK FORTE) - LAFRANCOL,63600,ACETAMINOFEN+CAFEINA+NAPROXENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ADIUM,20028750-08,BROMURO DE PINAVERIO+DIMETICONA 100MG+300MG CAP CX64 (ALEVIAN DUO) - ADIUM,65408,BROMURO DE PINAVERIO+DIMETICONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ADIUM,20028750-08,BROMURO DE PINAVERIO+DIMETICONA 100MG+300MG CAP CX64 (ALEVIAN DUO) - ADIUM,65408,BROMURO DE PINAVERIO+DIMETICONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ADIUM,20028750-08,BROMURO DE PINAVERIO+DIMETICONA 100MG+300MG CAP CX64 (ALEVIAN DUO) - ADIUM,65408,BROMURO DE PINAVERIO+DIMETICONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,QUIMICA PATRIC,20028763-02,TIZANIDINA 2MG TAB CX20 (ALERTADINA) - QUIMICA PATRIC,4760,TIZANIDINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BLASKOV,20028809-03,FENITOINA SODICA 250MG/5ML SOL INY AMPX5ML CX5 (BLASK) - BLASKOV,8750,FENITOINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BLASKOV,20028809-03,FENITOINA SODICA 250MG/5ML SOL INY AMPX5ML CX5 (BLASK) - BLASKOV,8750,FENITOINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLASKOV,20028810-05,MELOXICAM 15MG/1.5ML SOL INY AMPX1.5ML CX5 (MEBLAINEX) - BLASKOV,8210,MELOXICAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ECAR,20029033-04,SULBUTIAMINA 200MG C*30 TAB - ECAR,17460,SULBUTIAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEDIFARMA,20029060-01,SOLUCION SALINA BALANCEADA SOL INY BOLX500ML CX35 - MEDIFARMA,666610,SOLUCION SALINA BALANCEADA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ORGANON,20029657-01,AMLODIPINO+LOSARTAN 5MG+50MG TAB CX30 (COZAAR XQ) - ORGANON,54090,AMLODIPINO+LOSARTAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ORGANON,20029657-01,AMLODIPINO+LOSARTAN 5MG+50MG TAB CX30 (COZAAR XQ) - ORGANON,54090,AMLODIPINO+LOSARTAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ORGANON,20029657-01,AMLODIPINO+LOSARTAN 5MG+50MG TAB CX30 (COZAAR XQ) - ORGANON,54090,AMLODIPINO+LOSARTAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLAU,20029707-03,HEPARINA SODICA 5.000UI/ML SOL INY VIALX5ML CX25 (SUMIMED HEPAMAX-S) - BLAU,413400,HEPARINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ALCON,20029977-04,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCOX10ML CX1 (SYSTANE BALANCE) - ALCON,41000,PROPILENGLICOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ALCON,20029977-04,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCOX10ML CX1 (SYSTANE BALANCE) - ALCON,41000,PROPILENGLICOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ALCON,20029977-04,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCOX10ML CX1 (SYSTANE BALANCE) - ALCON,41000,PROPILENGLICOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVAMED,20030113-06,ESOMEPRAZOL 20MG CAP CX28 (ESOMED) - NOVAMED,102200,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVAMED,20030113-06,ESOMEPRAZOL 20MG CAP CX28 (ESOMED) - NOVAMED,102200,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVAMED,20030113-06,ESOMEPRAZOL 20MG CAP CX28 (ESOMED) - NOVAMED,102200,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVAMED,20030114-06,ESOMEPRAZOL 40MG CAP CX28 (ESOMED) - NOVAMED,121296,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVAMED,20030114-06,ESOMEPRAZOL 40MG CAP CX28 (ESOMED) - NOVAMED,121296,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVAMED,20030114-06,ESOMEPRAZOL 40MG CAP CX28 (ESOMED) - NOVAMED,121296,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HUMAX,20030724-04,IMIPRAMINA 10MG TAB CX100 - HUMAX,35000,IMIPRAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HUMAX,20030724-04,IMIPRAMINA 10MG TAB CX100 - HUMAX,35000,IMIPRAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HUMAX,20030724-04,IMIPRAMINA 10MG TAB CX100 - HUMAX,35000,IMIPRAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MERCK,20030795-02,LEVOTIROXINA SODICA 200MCG TAB CX50 (EUTIROX) - MERCK,56700,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MERCK,20030795-02,LEVOTIROXINA SODICA 200MCG TAB CX50 (EUTIROX) - MERCK,56700,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MERCK,20030795-02,LEVOTIROXINA SODICA 200MCG TAB CX50 (EUTIROX) - MERCK,56700,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MERCK,20030796-02,LEVOTIROXINA SODICA 175MCG TAB CX50 (EUTIROX) - MERCK,59700,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MERCK,20030796-02,LEVOTIROXINA SODICA 175MCG TAB CX50 (EUTIROX) - MERCK,59700,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MERCK,20030796-02,LEVOTIROXINA SODICA 175MCG TAB CX50 (EUTIROX) - MERCK,59700,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ABBVIE,20030887-02,GATIFLOXACINA 5MG/ML (0.5%) SOL OFT GTS FCOX5ML CX1 (ZYMAXID) - ABBVIE,63405,GATIFLOXACINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ABBVIE,20030887-02,GATIFLOXACINA 5MG/ML (0.5%) SOL OFT GTS FCOX5ML CX1 (ZYMAXID) - ABBVIE,63405,GATIFLOXACINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GIMED,20031136-01,CAFEINA+IBUPROFENO 30MG+200MG CAP CX10 (ALCADOL ULTRA) - GIMED,36800,CAFEINA+IBUPROFENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,CLOSTER PHARMA,20031165-40,DEXIBUPROFENO 300MG TAB CX30 (TAFLAX) - CLOSTER PHARMA,31110,DEXIBUPROFENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,CLOSTER PHARMA,20031165-40,DEXIBUPROFENO 300MG TAB CX30 (TAFLAX) - CLOSTER PHARMA,31110,DEXIBUPROFENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,CLOSTER PHARMA,20031165-40,DEXIBUPROFENO 300MG TAB CX30 (TAFLAX) - CLOSTER PHARMA,31110,DEXIBUPROFENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LAFRANCOL,20031721-11,LEVOTIROXINA SODICA 175MCG TAB FCOX90 CX1 (SYNTHROID) - LAFRANCOL,143910,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LAFRANCOL,20031721-11,LEVOTIROXINA SODICA 175MCG TAB FCOX90 CX1 (SYNTHROID) - LAFRANCOL,143910,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LAFRANCOL,20031721-11,LEVOTIROXINA SODICA 175MCG TAB FCOX90 CX1 (SYNTHROID) - LAFRANCOL,143910,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVAMED,20031913-01,FENILEFRINA+LORATADINA 20MG+5MG CAP LIB PRO CX10 (LORDINEX D) - NOVAMED,49500,FENILEFRINA+LORATADINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVAMED,20031913-01,FENILEFRINA+LORATADINA 20MG+5MG CAP LIB PRO CX10 (LORDINEX D) - NOVAMED,49500,FENILEFRINA+LORATADINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGALABS,20031963-02,ESOMEPRAZOL 10MG C*28 CAP (ESOMAX) - MEGALABS,27188,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,20031963-02,ESOMEPRAZOL 10MG C*28 CAP (ESOMAX) - MEGALABS,27188,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGALABS,20031963-02,ESOMEPRAZOL 10MG C*28 CAP (ESOMAX) - MEGALABS,27188,ESOMEPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SAN JORGE,20032011-01,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX60G (ALMIPRO) - SAN JORGE,21477,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SAN JORGE,20032011-01,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX60G (ALMIPRO) - SAN JORGE,21477,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SAN JORGE,20032011-04,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX30G (ALMIPRO) - SAN JORGE,11700,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SAN JORGE,20032011-04,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX30G (ALMIPRO) - SAN JORGE,11700,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SAN JORGE,20032011-06,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX125G (ALMIPRO) - SAN JORGE,40152,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SAN JORGE,20032011-09,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX500G (ALMIPRO) - SAN JORGE,56000,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SAN JORGE,20032011-09,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX500G (ALMIPRO) - SAN JORGE,56000,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SAN JORGE,20032011-09,OXIDO DE ZINC 25G/100G (25%) UNG TOP PTEX500G (ALMIPRO) - SAN JORGE,56000,OXIDO DE ZINC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,20032093-13,WARFARINA 5MG TAB CX150 - TECNOQUIMICAS,49500,WARFARINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,20032093-13,WARFARINA 5MG TAB CX150 - TECNOQUIMICAS,49500,WARFARINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOQUIMICAS,20032093-13,WARFARINA 5MG TAB CX150 - TECNOQUIMICAS,49500,WARFARINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BIOSANO,20032468-06,FITOMENADIONA 1MG/ML SOL INY C*100 AMP X 1ML (VITAMINA K1) - BIOSANO,173700,FITOMENADIONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BIOSANO,20032468-06,FITOMENADIONA 1MG/ML SOL INY C*100 AMP X 1ML (VITAMINA K1) - BIOSANO,173700,FITOMENADIONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BIOSANO,20032468-06,FITOMENADIONA 1MG/ML SOL INY C*100 AMP X 1ML (VITAMINA K1) - BIOSANO,173700,FITOMENADIONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FAES FARMA,20032555-03,BROMURO DE TIOTROPIO 18MCG CAP INH CX30 + DISP (TIOSYNT) - FAES FARMA,36330,BROMURO DE TIOTROPIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GENFAR,20032981-05,TADALAFILO 20MG TAB CX4 - GENFAR,3600,TADALAFILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GENFAR,20032981-05,TADALAFILO 20MG TAB CX4 - GENFAR,3600,TADALAFILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GENFAR,20032981-05,TADALAFILO 20MG TAB CX4 - GENFAR,3600,TADALAFILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ECAR,20032988-01,NITROPRUSIATO DE SODIO 50MG/2ML SOL INY AMPX2ML CX1 - ECAR,40220,NITROPRUSIATO DE SODIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ECAR,20032988-01,NITROPRUSIATO DE SODIO 50MG/2ML SOL INY AMPX2ML CX1 - ECAR,40220,NITROPRUSIATO DE SODIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ECAR,20032988-01,NITROPRUSIATO DE SODIO 50MG/2ML SOL INY AMPX2ML CX1 - ECAR,40220,NITROPRUSIATO DE SODIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FERRER INTERNACIONAL S.A.,20033013-01,PREDNICARBATO 0.25G/100G (0.25%) CREM TOP TUBX30G CX1 (PEITEL) - FERRER INTERNACIONAL S.A.,118000,PREDNICARBATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,COASPHARMA,20033129-03,CLINDAMICINA+CLOTRIMAZOL (2G+2G)/100G CREM VAG TUBX20G+APLIC CX1 (DAGYNFIL) - COASPHARMA,70200,CLINDAMICINA+CLOTRIMAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGALABS,20033133-02,ACIDO AZELAICO 15G/100G (15%) GEL TOP TUBX30G (ROZELAIC) - MEGALABS,51152,ACIDO AZELAICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,20033133-02,ACIDO AZELAICO 15G/100G (15%) GEL TOP TUBX30G (ROZELAIC) - MEGALABS,51152,ACIDO AZELAICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGALABS,20033133-02,ACIDO AZELAICO 15G/100G (15%) GEL TOP TUBX30G (ROZELAIC) - MEGALABS,51152,ACIDO AZELAICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BAXTER,20033258-02,OLIMEL N9 E EMUL INY BOLX1500ML - BAXTER,337000,OLIMEL N9 E,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BAXTER,20033258-02,OLIMEL N9 E EMUL INY BOLX1500ML - BAXTER,337000,OLIMEL N9 E,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,20033548-01,COLISTINA+HIDROCORTISONA+NEOMICINA (1.538MG+0.5MG+5MG)/ML SUSP OTIC GTS FCOX15ML (FIXAMICIN) - TECNOQUIMICAS,22469,COLISTINA+HIDROCORTISONA+NEOMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,20033548-01,COLISTINA+HIDROCORTISONA+NEOMICINA (1.538MG+0.5MG+5MG)/ML SUSP OTIC GTS FCOX15ML (FIXAMICIN) - TECNOQUIMICAS,22469,COLISTINA+HIDROCORTISONA+NEOMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SILANES,20033850-02,METFORMINA 500MG TAB LIB PRO CX30 (PREDIAL LEX) - SILANES,41730,METFORMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SILANES,20033850-02,METFORMINA 500MG TAB LIB PRO CX30 (PREDIAL LEX) - SILANES,41730,METFORMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SILANES,20033850-02,METFORMINA 500MG TAB LIB PRO CX30 (PREDIAL LEX) - SILANES,41730,METFORMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVAMED,20034491-09,MONTELUKAST 10MG TAB CX30 (AIROMED) - NOVAMED,73380,MONTELUKAST,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVAMED,20034491-09,MONTELUKAST 10MG TAB CX30 (AIROMED) - NOVAMED,73380,MONTELUKAST,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ORGANON,20034708-03,AMLODIPINO+LOSARTAN 5MG+100MG TAB CX30 (COZAAR XQ) - ORGANON,91350,AMLODIPINO+LOSARTAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ORGANON,20034708-03,AMLODIPINO+LOSARTAN 5MG+100MG TAB CX30 (COZAAR XQ) - ORGANON,91350,AMLODIPINO+LOSARTAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ORGANON,20034708-03,AMLODIPINO+LOSARTAN 5MG+100MG TAB CX30 (COZAAR XQ) - ORGANON,91350,AMLODIPINO+LOSARTAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MISSION PHARMACAL,20034747-05,CITRATO DE POTASIO 1080MG FCO*100 TAB LIB PRO (UROCIT K) - MISSION PHARMACAL,91300,CITRATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MISSION PHARMACAL,20034747-05,CITRATO DE POTASIO 1080MG FCO*100 TAB LIB PRO (UROCIT K) - MISSION PHARMACAL,91300,CITRATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MISSION PHARMACAL,20034747-05,CITRATO DE POTASIO 1080MG FCO*100 TAB LIB PRO (UROCIT K) - MISSION PHARMACAL,91300,CITRATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MISSION PHARMACAL,20034747-10,CITRATO DE POTASIO 1080MG C*2 FCO X 14 TAB LIB PRO (UROCIT K) - MISSION PHARMACAL,25564,CITRATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MISSION PHARMACAL,20034747-10,CITRATO DE POTASIO 1080MG C*2 FCO X 14 TAB LIB PRO (UROCIT K) - MISSION PHARMACAL,25564,CITRATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MISSION PHARMACAL,20034747-10,CITRATO DE POTASIO 1080MG C*2 FCO X 14 TAB LIB PRO (UROCIT K) - MISSION PHARMACAL,25564,CITRATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,AXON PHARMA,20034891-02,TETRABENAZINA 25MG C*1 FCO X 112 TAB (TETMODIS) - AXON PHARMA,1307040,TETRABENAZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,AXON PHARMA,20034891-02,TETRABENAZINA 25MG C*1 FCO X 112 TAB (TETMODIS) - AXON PHARMA,1307040,TETRABENAZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,AXON PHARMA,20034891-02,TETRABENAZINA 25MG C*1 FCO X 112 TAB (TETMODIS) - AXON PHARMA,1307040,TETRABENAZINA,,,,,,SIN_REGULACION_EN_BD
